idx,first_piece,reference_second_piece,guided_output,general_output,rougeL_guided,rougeL_general,delta_guided_minus_general
355,"Backblaze on Android is a free app to access and share files backed up to Backblaze Computer Backup. You can also manage buckets, upload, download, and share files to and from your Backblaze B2 Cloud Storage account. Features:Access all files backed up to BackblazeSearch for specific files and download them to your Android deviceShare files via text, email, etc.Backblaze Mobile is a companion app for Backblaze Online Backup, an award-winning automatic online backup service that backs up unlimited data.","Try Backblaze Online Backup free on your Mac or PC by visiting www.Backblaze.comBackblaze Online Backup:* Over 100,000,000 GB of data backed* Customers in 175 countries* #1 online backup service by About.com* Best Cloud Storage & Back Up Solution by SIIA",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
356,"Immortal is an hard arcade game where you need to dodge dangers and live as long as possible, saws, lasers, cops, snipers and many others will interfere with you!",And all this accompanied by calm lofi music.Check how immortal you are!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
357,"Monitor and control your irrigation system from anywhere in the world with the WaterMe app. The WaterMe app allows you to manage and control up to 10 programmable zones and schedules, view statistical flow data in real time, shutdown your irrigation system remotely in the event of a leak and much more.WaterMe takes water management to the next level with an included Nymet 1"" Flow Sensor to manage your water usage, record flow rate data and detect leaks.WaterMe is adaptable to actual weather conditions and will automatically adjust watering schedules based on local weather events, saving you money in winter and your plants in summer.","To actually monitor and control your irrigation system the WaterMe app requires you to have a WaterMe Wireless Irrigation Controller, for more information please visit http://www.waterme.com.au*Please note that use of the mobile app or web browser remotely requires access to the internet.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
358,"SnapMediaApp - Earn money and get paid selling short video clips. You Record It, We Sell It, You Get Paid - It's That Easy. Sign up and earn money now!About the app:SnapMediaApp is an authentic stock video marketplace that offers affordable stock video created from a world-wide army of freelancers.Videographers find the ""old way"" very time consuming to sell their videos on a stock video marketplace. To solve this we use a two-step “point and shoot” process making the process super easy for the videographers. The old way of doing this is very time consuming: record lots of videos, make notes, get back home, edit the videos, create a spreadsheet, select a category, add a title, add a description, add keywords, add a price, add the filename, and then submit all the videos and spreadsheet to the marketplace and pray that the submission does not have errors or gets denied.",Digital Marketing Agencies struggle to find authentic and affordable stock video. Affordability is a major concern and 86% of people say authenticity is important when deciding what brands they like and support but too many professional-looking videos are already available. To solve this we utilize the “gig economy” of videographers making our stock videos very affordable and authentic-looking.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
359,"hi5 is the best place to date, chat, or meet new people! -Find old friends or make new ones.-Meet people by location, age, and more. Download the hi5 app to:-Make a quick connection with our dating game-Chat with people nearby or around the world-Play popular meeting game “Pets”Sign up today!Please note: We take your privacy very seriously.","Your exact location and personal information will never be given without your permission. YOU decide if, when, and how you want to connect.hi5's Privacy Policy is located at: http://www.hi5.com/terms_of_service.html?#privacy_policy",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
360,"Oman Taxi: Otaxi is a leading Oman Taxi chain. Oman Taxi: Otaxi provide taxi service from 2014 and booking app a driver is at your fingertips. Oman Taxi: Otaxi booking app allows you to get a cab wherever you are going in Muscat, Oman. Omani home-grown app-based cab service - http://www.itp.netConvenient, hassle-free ride - https://muscatdaily.comOman Taxi: Otaxi — RELIABLE TAXI DRIVERS We control all documentation of each taxi driver. We cooperate with licensed car drivers who have permits to operate rides in Muscat and Oman. All drivers are constantly trained to deliver excellent car service.Oman Taxi: Otaxi — LOW PRICESOur car booking services suit every pocket. Our Muscat taxi offers many services to suit every rider needs. Want to ride locally or take a trip with Oman Taxi? Need a transport with driver?",O Taxi Oman is ready to help you.Oman Taxi: Otaxi — TAXI APP MUSCAT SIMPLE TO USEWe offer a reliable GPS metered taxi solution. Whenever you need to go in Muscat or any other place in Oman - you get information about your driver & car before the ride.WHERE WE ARE AVAILABLE?At the moment we operate in Muscat only. We plan to expand to Salalah and Sohar in the near future. Follow our news!Contact us+96890610204support@otaxi.comhttp://otaxi.omWith Otaxi booking app a driver is at your fingertips. Taxi in Muscat & Oman. Oman Taxi: Otaxi - WE ARE MOVING PEOPLE,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
361,"LEON is an application designed for crew members. It offers a mobile access to crew information entered by air operators into Leon system. Leon is a software for aviation supporting aircraft operations fearuring many various functions that allow to run different procedures smoothly. It includes aiding in scheduling, aircraft and crew rostering, airplane dispatch, on-line flight watch, aircraft charter sales and many more.",it consists of central database accessible through Internet in relation to users' privileges.The new version of the LEON app has a new design and displays office duties that were missing in the previous version.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0286,0.0286,0.0
362,"Did you purchase a Gold Card from a local Gold Athletics fundraiser? GoldDeals+ provides digital access to all your local offers, plus thousands more local and national discounts at the tap of a button.",Sign up for FREE access to our entire discount network!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
363,"Create your own cookbook with our food recipes app. Alone or with friends you can collect your own recipes easily. Also you can create a copy of the database and save it . So you do not lose any data in your own recipe book.- Choose your own currency sign- There are no recipes at the moment.- In the settings you can adjust the color theme to your taste.- When saving a new recipe, you can enter the recipe name, category, difficulty, cost in euros, preparation time, ingredients and instructions for the preparation of the ingredients.- Create your own categories for the recipes- The database for the recipes can be saved as a backup- A photo can be saved for each recipeThe recipe book is constantly expanded for e.g.",Error corrections or crashes (if any),[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
364,"No Registration. Receive SMS online FREE using our disposable/temporary numbers from USA, Canada, UK, Russia, Ukraine, Israel and other","countries.We have sms verification serviceEverything is free, you can use free virtual mobile number for sms verification.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
365,"The Official Providence Friars Gameday application is your home for Providence Athletics! Whether you’re on campus or on the go, this app is a must-have for ALL Friar fans. Features of Providence Friars Gameday Include:++ Scores & Stats+ Live Game Audio++ Notifications & Score Alerts+ Newsfeed+ Fan Guide++ Rosters, Bios, Stats+ Special Offers++ Ticketing+ Purchase Friar Gear The Providence Friars Gameday app requests the use of location services to provide attendees with location-based messaging on gameday.",". Additionally, this app uses notifications to keep you informed of events and offers from Providence Athletics. You can manage your settings and opt-out of these features at any time.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
